artist_name,track_name,track_id,popularity
Mysterious World Music,At Sunset,5KrWZJqteSTUpoHmY84G4d,2
Justin Bieber,Sorry,3ufzPoNZLUJMXRPTbKmpNv,0
Mysterious World Music,Guardian of the Sea,6mpvRPFvsWWn326jiYhVJw,2
Justin Bieber,Get Me,40blURcGl1ijJo1GMGyJn4,0
Mysterious World Music,Fifteen Days,7MyQFM9GMzgm7SIZtKBSEe,2
Justin Bieber,Intentions,4EH3yX8XWzT4eXLkJ8rlnU,0
Mysterious World Music,Dance of Paper Dragons,2ZkzI5LM54WLTsrfkffAo8,2
Justin Bieber,Sorry - Latino Remix,4EyhYKesjE6klTBph0AsvF,0
Mysterious World Music,Heart of Nature,6IokAreSLb7my5A6YgSYyQ,2
Justin Bieber,Catching Feelings,4MfArhqSeSF8ga28xu7AsP,0
Mysterious World Music,Colorful Lights,7fro6vyclNNvph6Hp3AYMt,1
Justin Bieber,Intentions,4y3ymwotcDINf8mJZEa0mc,0
Mysterious World Music,On the Feast of Spring,4cFLnfrFWucUdXvhiaZZ6p,2
Justin Bieber,Lonely,53cdt8maIHB92mClKuziv2,0
Mysterious World Music,Away From the Crowds,5wfONZXHCFSlfk6C1rNgOZ,1
Justin Bieber,Peaches,59Gn9DETTiZWBRzRRx9Vfl,0
Ankur Tewari,A Aa E Ee,2ufnIiDkxOdM8zKrN96kmv,17
Justin Bieber,Peaches,5JYYAjuhaEQ33oniVXrN1W,4
M!LK,君の知らない世界へ,05SdYXG3czjV464VA8kudn,18
Justin Bieber,Intentions - Acoustic,5M0tqmuGQ48guPNJIBgQ2z,0
Workout Music ,Despacito (Cardio + Running Workout Mix),2dCxp1LIwSBivuMnjNWGVU,4
Justin Bieber,Anyone,5TaupFG8ntelURJYjdNKNg,2
Workout Music ,Dancing with a Stranger (Cardio + Running Workout Mix),0KLLOjxDm0ZWgDb3KGDfNR,4
Justin Bieber,Holy,5fW46EFq0iBi6mxMM22Bjz,0
Workout Music ,The Champion (Cardio + Running Workout Mix),5kxSz8FAXZeMp9QWzCDCfe,3
Justin Bieber,Yummy,64hS9FJZUlryXNskBzEZwd,0
Workout Music ,Shallow (Cardio + Running Workout Mix),7shuIKpl2ByKxrOmAt1x7z,5
Justin Bieber,Hold On,6J8yDZcpg6Z2vk00HAlo6u,0
Workout Music ,Never Really Over (Cardio + Running Workout Mix),3TTbCXQwpjPYgqxxtT8iob,4
Justin Bieber,Get Me,6Mjn363eKxPjA1yBhVlMIg,0
Workout Music ,RITMO (Bad Boys For Life) [Cardio + Running Workout Mix],3taPYa26WtTiLqXXRny4SU,5
Justin Bieber,Hold On,6MnX3XIIqz9F58zv19XMsb,0
Workout Music ,Stupid Love (Cardio + Running Workout Mix),2LZCdrfchanwiDJJHbxlyy,5
Justin Bieber,All That Matters - Single Version,6Mtykp1UOsmIzDJt3Y9ol2,0
Workout Music ,Breaking Me (Cardio + Running Workout Mix),16d4SmtqHcZLvLjZxF4doc,7
Justin Bieber,Holy - Acoustic,6OHRdhkVSRmJbWLIMBwubK,0
Workout Music ,Levitating (Cardio + Running Workout Mix),2eamEDqwC14nldjyUQXeAp,6
Justin Bieber,Peaches,6WSVE7xEHcahv63UtSt068,0
Workout Music ,I Love Me (Cardio + Running Workout Mix),55h8oFrmjMzDFzTljS20CI,4
Justin Bieber,What Do You Mean? - Acoustic,727fJm3FMeB0ppAp6JChfg,0
Workout Music ,Be Like That (Cardio + Running Workout Mix),2NcfUcMqn6dz3WjZ6twwyx,5
Justin Bieber,Boyfriend - Acoustic Version,7LE6UnyVW5ehDbz15VrTWD,0
Workout Music ,Sunflower (Cardio + Running Workout Mix),1YLDK6QD0BI6JuIF63CC0p,4
J Balvin,Qué Más Pues?,6hf0RpxTbOprT5nnwzkk8e,94
Workout Music ,One Thing Right (Cardio + Running Workout Mix),0O62iD4DAtUMuHxlaDHVp4,5
Don Toliver,What You Need,6LcX2hBbXaJcK4AuefE936,79
Workout Music ,Don't Start Now (Cardio + Running Workout Mix),0loStgq3ZTyTqxG41D4HIG,6
Regard,You,2cc8Sw1OnCuA5bV8nqWqpE,85
Workout Music ,Beautiful People (Cardio + Running Workout Mix),0ldhrVnTdwGmXz3W6QXLKO,4
Morgan Wallen,More Than My Hometown,5OELUCYgOHKFAvCERnAvfS,76
Workout Music ,Come & Go (Cardio + Running Workout Mix),1CvDy4T7biVLz8uxrQ8J81,6
KAROL G,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,91
Workout Music ,Circles (Cardio + Running Workout Mix),4LF6ufQNNFTE9iX6Yibl4i,5
Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,95
Mindfulness Meditation Music Spa Maestro,Concentration and Focus,3bFUgYgGPoORsMHMtgtDVO,8
NLE Choppa,Final Warning,3LVcKphzONOdQ2EATazlZq,78
Tai Chi And Qigong,Once in China,1gHbiQOW1vrKox4TouA4fC,4
Sebastian Yatra,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,94
Tai Chi And Qigong,Beautiful Chinese Morning,20jze4eITAh3wXfk1O5cmX,6
J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),0GAyuCo975IHGxxiLKDufB,79
Duck,Year 2021,4cdcFyEEr2g74eM9m8XohF,0
SpotemGottem,Beat Box 3 (feat. DaBaby),6toQdWWc4noiOk3Eo5mVDS,78
Arnold Onea,YEAR 2021,1tSKyM7Sl77WBCp0Ha9mUi,0
Kelsea Ballerini,I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,79
JuniorDaWeirdo,2021 Years,64lttE39LoYMiqHsBsptU5,0
J. Cole,1 0 0 . m i l ‘ (with Bas),4n6NDfYake476trCjJRNl0,78
Craze_Returned,Year 2021,65hIZYAYu3fxltrGK6frIn,0
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",6uvMKqNlrSvcC4NaKnrwjZ,90
Nick Knotty,The Year 2021,32FRiWlsei71mC9br82YlU,0
Polo G,No Return (with The Kid LAROI & Lil Durk),6ENkbZAv9v4WeQ4SmBzjt1,51
Lilsavagedj,New Year 2021,5XbMTb0yxQSVo3pw5P7DjB,0
Polo G,Painting Pictures,7129JLbA5xRGAvoO3Ui4Ux,46
Mr.Kitty,Years - 2021 Remaster,4S4ZY1yKo3WUtzsg3O6hcf,0
Polo G,RAPSTAR,5YZlTyErRTk3wjfgu5lQGD,43
Prøphêt,2021 My Year,6IHa5Ax9JKi1lPhnTcs4ER,0
Polo G,Toxic,4y2ONVIBNXNeRnnEEaRI3c,43
Yournalist,New Year 2021,1fg7CNilCkyt1iMZl0y8Au,1
Polo G,Black Hearted,3xvVykt7JCN5mKHFovyTBE,43
Mouli Bheemaneti,New Year 2021,5c39tQ4dheTkUi5O5oE6UO,0
Polo G,Epidemic,0M7e4nACMbEkbLxSmRWYb4,42
NOIZ,New Year 2021,1H25P0ASmAz4NMmfa000aG,0
Polo G,GANG GANG (with Lil Wayne),4sG1ZGLls6h3HRoxOUe0dH,41
BigT,2021 New Year,3FzCLzXdPR0lu6KdU4wxoB,0
Polo G,Party Lyfe (with DaBaby),5f2RcnvtRQgh88tseBnJMZ,42
Cowboy Nemo,New Years 2021,0QcmUGLg4FSn3cJRssGMYK,0
Polo G,Boom,3mh2s6JIJIuh43MxWbKhlJ,41
Roodi,New Years 2021,4wnlu6WhUcbpZjfTEU3Kmv,0
Polo G,So Real,05q5Q8eoZlvgugh8FLJW7Z,40
Dannymusic75861,New year 2021,6Sd1bgJmFRTAAZmYnRuyDb,0
Polo G,Broken Guitars (with Scorey),4a8WQ0ksapwx7PQ70xMKyk,40
Kei How,2021 - Beautiful Year -,1Xw36gmaU42Xh0KhIDPppe,0
Polo G,Heart of a Giant (with Rod Wave),0VdDiX1TcXGRYSkqlH5NqI,40
chnmvk,2021 New Year,3hNagTyp0lzv2dBI2GSzH8,0
Polo G,Clueless (with Pop Smoke & Fivio Foreign),30yG4pHXbE7v5TKwwyPXrz,40
MostlongRiver,New Year 2021,5DVW9M8dg9zifjoEVYXb5x,0
Polo G,Go Part 1 (with G Herbo),02TkCDM91T8shhX70Q4HV7,39
xxrichbeats,New Year (2021),6G7Gtq7ymFvYuqcJSAW9cA,0
Polo G,Bloody Canvas,0ue0oJZh9sZmcqEbX32dcL,39
Think Fast!,New Years (2021),7dgQZsNWAkQiMoR0TborAg,0
Polo G,GNF (OKOKOK),2PvY2uen1cN4psaeIq4iNW,38
Banc Champagne,New Year 2021,0QdTYExlsPJxj1lkPVwNMg,4
Polo G,Fame & Riches (with Roddy Ricch),2t2Ouf2pB99uurvbiyhXTK,39
WaynEZ,New Year 2021,0gsKWsyeyph4r0mGwII23n,0
Polo G,Zooted Freestyle,6sJtMO2pfr0byqMyUSsIYA,38
Charles Calm,New Year 2021,2kH0rgRrULNhpMFGo1ucvR,0
Polo G,Losses (with Young Thug),15u7r5MGXmcfoXNX1cgo3Z,38
Legion Zoe,Happy Year 2021,54iaCLj0jZJhFBSUuKqXRu,0
Polo G,For the Love of New York (with Nicki Minaj),4n0kwRhdTzgJ6UiVMIQh2i,38
Abhishek Lal Yadav,Happy New Year 2021,2R8z0ZrEgPs9vJPVazKAma,0
J. Cole,a p p l y i n g . p r e s s u r e,1d7q712nXjG98HiwHk7HFS,78
Hazmat the Happie Hippie,New Years 2021 intro,3RYEGzGL4rz7AxLNHa3pTK,0
Nio Garcia,AM,2dNhNlpZAtV4lwAFW45LIv,92
Flairs,Golden Years - Remastered 2021,49ET5mSW2EzFh7q6Iq3kCC,0
Doja Cat,Ain't Shit,2VT56hhAcF0D3lGx9PUthf,67
Abhimanyu Singh Kranti,Happy New Year 2021,0n6INUXrqnvLExZGiO3x3t,0
The Kid LAROI,WITHOUT YOU (with Miley Cyrus),1EHUQesfVKwbthtNcpBi9g,84
Swapan Biswas,Happy New Year 2021,2QPu7uli6b1pIY0VcvTmXB,0
Bo Burnham,Shit,2xQShwyOMYlX10w8dxbFX1,78
Aok Sokunkanha,Happy New Year 2021,0p31Wv6pL4s0RJskURMTYT,0
Doja Cat,I Don't Do Drugs (feat. Ariana Grande),2HzPCR7K0RR8nutu3l3QtN,67
New Rise Nation,New Year Declaration 2021,3TiGr4dUYTw3W4oLjU5dbr,0
Doja Cat,You Right,0IakguBBeTUsAILmugkEam,70
Intergalactical,A New Year 2021,7J1oIXHwn6BcDnFEKb9NKF,0
Kayla Nicole,Bundles (feat. Taylor Girlz),3QqYZWQLn0evKMIRlGJeeR,80
Guitar66,Stormy Years (2021 Remaster),6PUFcyU7JDGuUEZbQt6Gxo,1
Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,76
Emility,Happy New Year 2021,0nqrvJDtHaqKGqNfuGrNuT,0
Doja Cat,Woman,1M3XB6EUPUZy58Aqt6zbKr,66
DJ Nick,2021 New Years Mixtape,4ezNE5ZJaD9eur2N8HutRV,1
Doja Cat,You Right,7Me3GKpQyEsHwS9xnOrUgM,67
The Incredible Murph,Happy New Year 2021,6KJUojJpNMBao1YEugUkPb,0
Doja Cat,Get Into It (Yuh),0FYc9DIr89rbzt2WJMvyou,66
KingRaBeats,2021 New Year Bounce,7qvebNi49PXogFdjeP7QoW,0
Doja Cat,You Right - Extended,4rmwWGh87KY0ouByBEh1zC,66
BIG BLU RAGGG,RAGGG FOUND YEAR (2021),0yY6G6gbjJMJPCqDViMD1Q,0
Bo Burnham,Goodbye,6tfPsgvkgbGHWGwq2PpzCI,78
RasTafari,2021 IS MY YEAR,1S03c3XwMwMtPButHfpfBk,2
Doja Cat,Need To Know,6G6ykEzZ1r7V1qrmNdBOVV,65
Yu Hayashi,Lucky Year - 2021 Ver.,1yrobR6TANv158Id058sSB,0
Doja Cat,Up And Down,1uQ1TZ9YIWCtBTgq09uoix,65
Milky,Happy New Year 2021,6a2qQf95JWYMrNi1uBbK8g,0
Giveon,Heartbreak Anniversary,27tDoZsybt3KvJWTDoW9id,80
Cameo Bobo,2021 Is My Year,0lb12AXahSi5OzHmp2zdCd,0
Surfaces,Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,78
Don Ditto,2021 Is My Year,3NLl92G4nXDuAcR1hPMnEi,0
Dream,Mask,3IxMaULfjq4IT2IN6v54PB,80
Prad Kc,Happy New Year 2021,4TdwBbrxYm8UXGS3vg9noF,0
Doja Cat,Been Like This,0GU7GSh1Ri0CKOe7fseiR1,65
Mr.Klauzer,Happy New Year 2021,5jwujEiLq0UCzBVq12ysoF,0
Morgan Wallen,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,76
WoT Music Team,New Year Collection 2021,0oWhTLSV2K0NbGzEzK1VuB,1
Doja Cat,Naked,7E01yTzdhlzS4H4rH2k7HH,65
nov,New Years Jam 2021,1Gzc9PNVAqUu2IMclHYB64,0
Machine Gun Kelly,love race (feat. Kellin Quinn),1F9kEuwT29fgqlovIclu81,80
2.99 RECORDS,Happy New Year 2021,32XN8UyNYQQxOFIy0GmbGl,0
Doja Cat,Tonight (feat. Eve),2rokN1FX25tFt7vPTFi5lB,64
Lil Antonio,2021 New Year FREESTYLE,17l4uNv6W6bV7xeFxP3AO2,0
Doja Cat,Payday (feat. Young Thug),1pdTHjkIgxdWodGpi9YJ5d,64
Cult of the Lunar Shamans,Lunar New Year 2021,5GtxALU8HZB0gmbmHM4wX0,0
Doja Cat,Love To Dream,0bOgWId7cFqBEKnlZct2q6,64
Anand Chanchal,Happy New Year 2021,53NT6t82I1gfV1HpWIzc6W,0
Doja Cat,Options (feat. JID),5MkBYMZGDWAKLHAJesZ6MJ,64
Zen Groove,New Year Chillout 2021,1GcB9CLg3HiIcoPuh7XHH7,0
Doja Cat,Ride,4jw87bP3TuCGm15g9kc64g,64
Khushboo Uttam,Happy New Year 2021,4zjL6yZ8lqhkzI7q9fNoEy,0
Doja Cat,Why Why (feat. Gunna),5OQnuRwGJTDwk4PNq21Som,63
GabeGon,New Year 2021 (ROUGH),7eU8BOYjyat1yS1I16KqjY,0
J Balvin,Peligrosa,0BlDYaxhKi0RGOp7mioYvT,1
Tachibana Mikuru,Lunar New Year 2021,7fWoRF49sj8Beqa6cSyEPQ,0
J Balvin,Tranquila,0FDUjVFVYAWhSEOs31odjI,0
Doctor Fantasy,Happy New Year 2021,3ij8qIzoiyuQ86VSmZ00Lc,0
J Balvin,Ay Vamos,0G4siewUaiiKsrlVD4VSQM,0
Right Direction,Another Year - 2021 Remaster,2lmcovhFGVF42shnMXJObY,0
J Balvin,Sigo Extrañándote,0NFF7jAJEnBtN9bg5sSshf,0
Nikky Philip,Brand New Year 2021,3jrHGf52PtwkAlTsVt3gpE,0
J Balvin,Acércate,0PEi7yOqnoqBn3AyKq4Wxf,1
Mr.Klauzer,Happy New Year 2021,2UAPgsgsGTAXo9CA5ysHng,0
J Balvin,Blanco,0Q2G0FSndiTVysRilVyCNp,0
Sudarshan Senthilvel,Rocking New Year 2021,1JKCoQBfkF6avEcUvc1XAV,0
J Balvin,Positivo,0QoNJCsxZaUv08U5ib2lds,2
mousseur,Happy New (2021) Year,6GsGcyRqy5O0D3uEWuNVzl,0
J Balvin,UN DIA (ONE DAY),0VK0GLgKZLfelwgyBESbhN,0
Khaled Munna,Happy New Year 2021,151WPQP3Ves0Ns8lW5i8qy,0
J Balvin,Yo Te Lo Dije,0XFhdQzcU6dfyWErXOe48J,0
Emility,Happy New Year 2021,3Cn4jqUeRbULbQJswQ1U4p,0
J Balvin,Sin Compromiso,0Yfv4MVNWpKYZiof7EKfmK,2
Intergalactical,A New Year 2021,50nnvboerutV7xcV5C1unY,0
J Balvin,Ginza,0YrIDuEBuzELTsWDTbwqTF,0
English Languagecast,New Year's Resolutions for 2021,3Jtfae7mJODoktxBd7Axu5,8
J Balvin,Ay Vamos,0faN5gHIkncvwHkpgan8dG,0
Avenue A,New Years Day 2021 . Bernadette,6fXEkEFoMo7WqxWbuvETBV,0
J Balvin,Peligrosa,0gK4M9I8y8sTeiE4bndvQ4,2
FAKE ARTI$T,ნამეტანია (Zoommer New Year 2021),2qaDSk9MnWcXtnwXafOQ40,0
J Balvin,Sigo Extrañándote,0kOzUtnslw4zMGQyaJtHWW,0
Club Killers,New Years Eve 2021 Countdown,2CKcnKJOTVi7TjjQPpoqGD,0
J Balvin,Sin Compromiso,0m5gmvFGsqq1hGDemVxypp,0
Maya Gurjar,Happy New Year 2021 Padhvala,2zngQm00NRGpNBSiDQQbAR,0
J Balvin,Azul,0pAmAwFcqHpf6i38f1J87B,0
Marflex,Bad Christmas (New Year 2021),4Bt2MB3gdeAtZx2Tl7BAsf,0
J Balvin,Azul,0toZAUCtlzPpSbO4HrYVi6,0
DaMarcus VanBuren,2021(New Year) - Instrumental Version,5Eyw7xJLps1gMGMUYjwioT,0
J Balvin,Bobo,0veFbfFvZ8GpGqIPZV9pTo,1
saku_newmoon,2021 - Year of the Ox -,5um7BL3aeNsjGXQ6Hu1G8a,0
J Balvin,Reggaeton,10bYDMMQzQ3Kjl6EY7077S,0
Sprime,"January 6th, 2021 (5 Years)",2N8WwILWSsRKcQLqD53HTE,0
J Balvin,Bonita,11zmH0zTqeAajtZrxBJX04,0
Abu Elektra,Dreaming on the Year 2021,5hnTAhJKd8exBkr5l7FLB2,0
J Balvin,Ginza,1OlgtZEf7IvSHlr2TZyyTh,0
Holocron Music,Happy New Year 2021 (Fireworks),3DtnExfxTbQp0J6hJx0DzV,0
J Balvin,Ginza,1RRSpJsINM6hevqaFzP8qC,0
Sam97,Year of Wonder - Winter 2021,7JRSFzsjloaF0AvMhE3QNA,0
J Balvin,Tranquila,1TQz15Xxk32KA1nDWLwijf,0
Phervor,Year of the Lord 2021,2bOHTaskEDMkjg0hOrWG2T,0
J Balvin,Safari,1ThenA3iAC5CQbND4pnWQP,0
Yung King,2021 Will Be My Year,0xk1njlDBNli3KEjaNAZJu,0
J Balvin,Ginza,1bFQg60j3DLWrVcN0qTt26,0
Deej Zukes,Weekendt-Mix HappyNew Year 2021,20uz4Tou9cRE3D3SyQuRR5,0
J Balvin,Safari,1mC1Ll1X96UsunSLvLPyCq,0
MS2020,Departure into the Year 2021,6s0PloqRbr1AeNS6mzbg2J,0
J Balvin,Sigo Extrañándote,1moXgQdFavogqZANB2lJOC,0
Club Killers,New Years Eve 2021 Countdown,7A5mhBL43yMWe6TyjF4j5U,0
J Balvin,Rojo,1r0v05Pjx2oAR1Ss5YN9mQ,0
Michael Jazz,Smooth New Year's Jazz 2021,6bbnHo2Fm6Wuf8Cxr9sEIx,0
J Balvin,UN DIA (ONE DAY),1vT9fNQS90tvA6eOauTNpf,0
Hemant Joshi,New Year Dandiya Fest 2021,4j7HKxt69qSCUhWtVPC2DZ,0
J Balvin,Safari,1zl71DvoTOChyFpXpSwpen,0
November Suite,"New Years, 1 AM, 2021",5PeozM4sTLZJuNqhWSOMBX,0
J Balvin,Safari,21yyPEHjnSYXDbCqhz9spq,0
Til,YEARFIXZ2021,6ZiQ8iknBC7l3khSa4I4im,0
J Balvin,Tranquila,226EOYhkuidaWDhabDMu2B,0
WoT Music Team,New Year 2021 - Hangar Theme 2,1W6U6UcEZsPQrQenY2Sd50,2
J Balvin,Ay Vamos,29FrFEVmpREPhozhvOmsOQ,0
Franck Pourcel,What's Another Year - Remasterisé en 2021,1a72C98RsUBG4s6R1DZPLE,1
J Balvin,Safari,2Jtg773M0Xda1MtZaCVMJZ,0
Shikha Singh,Happy New Year 2 You 2021,5ErfzWY3zfzI9Csqr1Ue5c,0
J Balvin,Safari,2R20JqcHcKmXG0PmpCbHdH,0
Mikey D,2021 Happy New Year Year To Everybody In The UK,5P9j5ygnI5P625a0HbASgn,0
J Balvin,Safari,2SNzohRnRFV7SOCRurVsUU,0
Anthony Rausku,All Through the Years - 2021 [Remastered],2EH87hHvNBVNQapavJJ6nw,0
J Balvin,Sin Compromiso,2UXk1Z1n4krMy1YN8OHcFr,2
Iwil.Iam En,Year 2021 (movie dialog) space optimist,3U6Vwzayr49vQY9kZUAVQS,0
J Balvin,ODIO,2lgKiggI4g6ntTP22mDiCO,0
WoT Music Team,New Year 2021 - Hangar Theme 1,3LlurG5ZbBQQn7YO6SJP9t,1
J Balvin,Bobo,2pb5SysURwflWwjwnrjFEA,0
Ronin705,Afraid FREEVERSE (HAPPY NEW YEAR 2021!!!),4rexm6RveEMz1fDgqBKnN9,0
J Balvin,UN DIA (ONE DAY),387gzzVVhYbjTBbjxh0Drs,0
She77 on the bea7,Piano Type Beat .Year. Instrumental 2021,6kyTWdpNwouYNNFdK5ng62,10
J Balvin,Safari,3BM7rff7wXQvx9XhdzCfQG,0
1Body Entertainment,2021 YEAR OF THE DRAW IN,77JJdiGgzck44Jjt2Y5v4s,0
J Balvin,Sigo Extrañándote,3NgKRJEhIMKdnvtuy6uTas,0
WoT Music Team,New Year 2021 - Hangar Theme 3,0GUglpKqzRdrkNiaU3iCTP,3
J Balvin,Safari,3QeQL3LyUawFqJt5W2vIUD,0
Big Maus,2021 Is the Year for Me,6AgBsgErradzeCCTkfi64E,0
J Balvin,Qué Más Pues?,3ZfoCYnQeZaywAiwZXjjpQ,0
Nitish Raj Yadav,A Sona Happy New Year 2021,0KqBLiwMKvO4qQ8FbNTp8A,0
J Balvin,Safari,3i0gvPkqjDttm3wJN1Swq3,0
Himanshu Janiya,Jaan Happy New Year 2021 - 2020,7t0pZjW5fx6uJw4pamG2LH,0
J Balvin,Qué Más Pues?,3iMRhCgp1tvLa1YNoUCfwN,1
Naijaballan3,Your YEAR 2021 Expectation Miracles Praise,10jhgDZqUUqpX7rtZYsELy,0
J Balvin,Yo Te Lo Dije,3ii6pgYzzKZl7wawd6iV9Q,0
Pewdiecake2music,Happy new years/welcome to 2021,1W6KQtXA4gtTTD3JNzojvn,0
J Balvin,Bonita,3kkguJoCEly51UWI3dvPfx,0
Ammon the Wind,The Year of the Sun 2021,3Hrc9vmrmhJMFu7DGM7pX1,0
J Balvin,LA CANCIÓN,3lrqnhi6hEsgXG96uG2Pt3,0
WoT Music Team,New Year 2021 - Hangar Guitar Theme,43zVOOSZuJzvui6sHc12c0,5
J Balvin,Ay Vamos,3wDAU7rwTwuIgAE1DceJc0,0
TvaylatBot,Brawl Stars — Lunar New Year 2021,7qBq4ALFk6a8XFIK2QEZ2G,12
J Balvin,Negro,3yErL4UfJUTP1JuUAhpBHP,0
HONDALADY,Teenage Of The Year - 2021 Remaster,3461EyUqdORJQcbANXvcoA,0
J Balvin,Ginza,48EgmsrKxhERHCHgVBWDmd,0
Ashwani Roddey,Happy New Year 2021 Party Song,6C7Fd8DcvTWwHIP95Ph7P4,0
J Balvin,Peligrosa,4CsZdv9BQLNcH7MtzevYii,1
Amaranta,Promesas - Live Streaming New Year 2021 Remastered,4a3yabreuswHAECLPCW4OM,10
J Balvin,Yo Te Lo Dije,4DRm7D0h9ZWhO0aiBKQOEx,0
Lil Suave,2021 Might Have to Be My Year,5DSFgSpRORAIQ3hv9KMMTc,0
J Balvin,Sigo Extrañándote,4HHIPcaHLAcRpfjHOTv708,0
Xcaliber,Freestyle Session Pt. 17 (New Years 2021),6smLJ9EAwodLnJRAfTRhw0,0
J Balvin,Qué Más Pues?,4QAq8xbeNHKMnUSh3xzzyg,0
Was Goofy A Dog?,2021 Is The Year Of The Ox,4nPNMdKj6uTDbODkuBNhqW,0
J Balvin,Peligrosa,4TmfVNutOEAGj29YM7sokf,0
Lil Suave,2021 Might Have to Be My Year,54lLRre1SgpiFoTwjajyOD,1
J Balvin,Reggaeton,4VeBdUYL5NQFqSmt68lK5S,0
Ademi Studio,Astrit Brahja Orkestrale happy new year 2021,3FJyvCF2HGULNmCaL8YrXl,0
J Balvin,Mi Gente,4aYfCbD56NU6CcyaLw7InP,0
Prakash Jal,A Mor Jaan Happy New Year 2021,5752yFMXdozpcSxCeIQaV1,0
J Balvin,Bobo,4fknnLUeVYGlhb4vl3W1qN,0
Mr.Klauzer,Radio Merry Christmas 2021 - Happy New Year,49LyqNrsQ1YgUfii4okjrq,0
J Balvin,Yo Te Lo Dije,4gEmOuWsQTNHSDSklD3SlK,3
Edmel,Happy new year 2021 (Deep house style),5ixYQtkdyinKYoB4Cqgz0k,1
J Balvin,Sin Compromiso,4jMAlAmPZJFl88bczFA4G2,0
Mr.Klauzer,Radio Merry Christmas 2021 - Happy New Year,2tvxyB1YgLN8iQkiOrITV2,0
J Balvin,Sigo Extrañándote,4mF0L2c1GaNSKvpCu4myDv,0
Was Goofy A Dog?,2021 Is The Year Of The Aux,3YyRDmG8LuTL3LozDXlx20,0
J Balvin,Amarillo,4o4RRpXm9z1qlByvJmFloq,0
Amaranta,Huaylas - Live Streaming New Year 2021 Remastered,3YB6LhTJXTW52emwGKdIW9,9
J Balvin,Tranquila,4pJmIeHgexloLZ39T2HhfE,0
Choi Youngmin,"May 20, 2021, One day 10 years ago",1YToCZquCNbH53isqACNTh,0
J Balvin,Bobo,4x2zB8rkDXxB0MxTZdB9E5,0
Hang Meas Singers,Sour Sdey Chnam Sakol (Happy New Year 2021),5eJDNimwCuup37RxyzEOxk,0
J Balvin,Peligrosa,4zknHaKvdUVCBqf53Ece8w,0
Amaranta,Ingrato Amor - Live Streaming New Year 2021 Remastered,6IaXZrzgjh5kHDJ8TB5Upu,10
J Balvin,Safari,53fk6oZNJH8m4469RimgdI,0
Golu Gautam,Dil Se Happy New Year 2021 - Bhojpuri Song,07YqrHb2RimJWzwZ5rLqpw,0
J Balvin,Sigo Extrañándote,55SZzqVhj870ALTamlxB7X,0
The Lorax,Yearly - Chill Out Lounge Relaxation 2021 DJ Mixed,68vPFzLiyeN9ihGjIaMoHu,0
J Balvin,UN DIA (ONE DAY),5674Mj1Cik9sFjcunrMU1b,0
Alam Raj,Griting Naya Sal Ke - New Year Song 2021,76q2wEopIADFuo8YEs9IY4,0
J Balvin,Bobo,5736dX1y6oDEH3RbGpiiJL,0
Amaranta,Eterno Viajero - Live Streaming New Year 2021 Remastered,6vGpoXiW800aaQCjjZHrOZ,9
J Balvin,Rojo,59lIbYg6dzaDdjd3F4tnrr,1
Byron Haskins,Shiny Wet Cow (for Lunar New Year 2021),3z9nERXEL8JDRpxehVAljT,0
J Balvin,Bonita,5MEua9BYeWK8TRDtA04vFz,0
Amaranta,Dime Tu - Live Streaming New Year 2021 Remastered,3ZlIbODsbfbW9u0rVmKmhQ,10
J Balvin,Bobo,5Z3St806h3zuw2MekPy5Gl,0
Ernest Kohl,Happy New Year 2021 (The DJ Kor Remixes),5rWei5IpftuKtsedOxk9jR,0
J Balvin,Ginza,5cyHH04hVZbVGXQKIosSlY,0
Amaranta,Adios Tunantero - Live Streaming New Year 2021 Remastered,05zrgiupBUXk6uTPM4VTHB,9
J Balvin,UN PESO,5dAUbQsSeGGjpsC17POkMF,0
John R Graham,希求 - 2021 Remaster Version,4LPGPnpBpZ1llVGZa2XAq8,0
J Balvin,Bobo,5l2nQX67ZcpbSS8Pf8VCbO,0
Amaranta,Loca me Tienes - Live Streaming New Year 2021 Remastered,7s0oiyydBYlMTH124b3a0j,9
J Balvin,Tranquila,5veIcKC2KnJecWrwz6T5eA,0
Amaranta,Me Siento Sola - Live Streaming New Year 2021 Remastered,6Wgmi0IiGyTwDH9FIcM5v6,10
J Balvin,Pierde Los Modales,66x4iR2bhi5dMEawPj6Vmj,0
Goastral,Billions Light Years - Psychedelic Goa Trance 2021 DJ Mixed,7o1ax9wzfPilsx7mp90Jmp,0
J Balvin,Negro,67wFWOndBDM1ZDnvuNQIvQ,0
Amaranta,Mix Huanca II - Live Streaming New Year 2021 Remastered,3lUaYweqoYXzOKauBjOpiQ,10
J Balvin,Ay Vamos,69OZkdWsfhS9dRPBMCcIGi,0
